,ACC,Algorithm,F1score,F2score,FPR,MCC,model_index,parameters,FNR,FNR_Leak,FNR_Clog,balanced_ACC
128,0.8296402877697843,RF,0.8433152901025968,0.8141369915023057,0.12420806545879602,0.6651952298940926,129,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 10}",0.20394444444444443,0.0,0.2224454455736722,0.8359237450483796
55,0.8302158273381295,RF,0.8446988294969294,0.817740933774942,0.12967855055523086,0.6649679634288245,56,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 10}",0.19900617283950617,0.0,0.2144816003027494,0.8356576383026314
148,0.8299280575539566,RF,0.8441570202003139,0.8166376970581508,0.12831092928112217,0.6646407117988438,149,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 20}",0.2004753086419753,0.0,0.21939977584379197,0.8356068810384513
68,0.8302158273381295,RF,0.8448563074250007,0.8187750584609971,0.1317241379310345,0.6643908506794715,69,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 20}",0.1974753086419753,0.0,0.21547119780561644,0.8354002767134951
14,0.816978417266187,RF,0.8206925003541136,0.7618562818696656,0.06001168907071887,0.6641884845747144,15,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 10, 'bootstrap': True, 'max_depth': 5}",0.2726358024691358,0.0,0.3048425554834235,0.8336762542300726
20,0.828201438848921,RF,0.8410644678433506,0.8095099537592613,0.11945061367621274,0.664096433617288,21,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 8}",0.2099135802469136,0.0,0.2285869506750171,0.8353179030384369
66,0.8310791366906475,RF,0.8469339448963192,0.82481596465812,0.1413208649912332,0.6640739921276223,67,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 20}",0.18899999999999997,0.0,0.20599038179622903,0.8348395675043834
108,0.8273381294964028,RF,0.839468682364999,0.805461477814993,0.11396843950905902,0.6640477851926359,109,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 20, 'bootstrap': True, 'max_depth': 8}",0.21538888888888888,0.0,0.2357011085406134,0.8353213358010259
113,0.8258992805755395,RF,0.8368679639704192,0.7991016898034131,0.10579777907656342,0.6638598617158676,114,"{'n_estimators': 500, 'criterion': 'entropy', 'min_samples_split': 5, 'bootstrap': False, 'max_depth': 8}",0.2238888888888889,0.0,0.24633769481788653,0.8351566660172736
60,0.8328057553956835,RF,0.8511775722064079,0.8377479535287268,0.16248977206312099,0.6635872733275057,61,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': True, 'max_depth': 20}",0.17062962962962963,0.0,0.19170282137722233,0.8334402991536245
125,0.8307913669064747,RF,0.846789249410115,0.8247091588210091,0.14191700759789597,0.6635072264346933,126,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 10, 'bootstrap': False, 'max_depth': 10}",0.18906790123456788,0.0,0.20494243855545358,0.8345075455837683
26,0.827338129496403,RF,0.8398633141375548,0.8071566826284574,0.11740502630040912,0.6633735855427283,27,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': True, 'max_depth': 8}",0.2128950617283951,0.0,0.232642382126071,0.8348499559855981
101,0.8279136690647482,RF,0.8409851644716632,0.8097737375402754,0.1207948568088837,0.6633538685008793,102,"{'n_estimators': 500, 'criterion': 'gini', 'min_samples_split': 2, 'bootstrap': False, 'max_depth': 8}",0.20943209876543212,0.0,0.23153732621884685,0.8348865222128421
37,0.8247482014388489,RF,0.8350538205127118,0.7946713294263824,0.1003156049094097,0.6632737596346929,38,"{'n_estimators': 200, 'criterion': 'entropy', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 8}",0.2298456790123457,0.0,0.25108368413923793,0.8349193580391224
67,0.8319424460431655,RF,0.8495299544841715,0.8328457512968435,0.15491525423728814,0.6630888766533727,68,"{'n_estimators': 200, 'criterion': 'gini', 'min_samples_split': 15, 'bootstrap': False, 'max_depth': 20}",0.17760493827160492,0.0,0.19737283770911393,0.8337399037455535
